country,year,suicides,male,female,population,rate
Saint Lucia,2009,13,13,0,159820,8.134150919784757
Saint Lucia,2010,4,3,1,161503,2.476734178312477
Saint Lucia,2011,8,8,0,162892,4.911229526311913
Saint Lucia,2012,10,9,1,163940,6.09979260705136
Saint Lucia,2013,14,13,1,164790,8.495661144486922
Saint Lucia,2014,14,11,3,165596,8.45431049059156
Saint Vincent and Grenadines,1985,2,2,0,89800,2.2271714922048997
Saint Vincent and Grenadines,1986,0,0,0,90800,0.0
Saint Vincent and Grenadines,1987,0,0,0,92036,0.0
Saint Vincent and Grenadines,1990,5,5,0,94141,5.3111821629258245
Saint Vincent and Grenadines,1995,7,7,0,95974,7.2936420280492635
Saint Vincent and Grenadines,1996,8,7,1,96095,8.325094958114367
Saint Vincent and Grenadines,1997,3,3,0,96255,3.116721209287829
Saint Vincent and Grenadines,1998,10,10,0,96449,10.368173853539176
Saint Vincent and Grenadines,1999,6,6,0,96685,6.205719604902519
Saint Vincent and Grenadines,2000,5,5,0,96956,5.156978423202277
Saint Vincent and Grenadines,2001,8,7,1,97341,8.218530732168356
Saint Vincent and Grenadines,2002,7,6,1,97799,7.157537398132905
Saint Vincent and Grenadines,2003,4,4,0,98292,4.069507182680177
Saint Vincent and Grenadines,2004,4,4,0,98740,4.051043143609479
Saint Vincent and Grenadines,2005,8,7,1,99118,8.07118787707581
Saint Vincent and Grenadines,2006,6,5,1,99463,6.032393955541257
Saint Vincent and Grenadines,2007,11,11,0,99689,11.034316725014795
Saint Vincent and Grenadines,2008,4,3,1,99826,4.006972131508825
Saint Vincent and Grenadines,2009,1,1,0,99927,1.0007305332893013
Saint Vincent and Grenadines,2010,5,5,0,100050,4.997501249375312
Saint Vincent and Grenadines,2011,5,4,1,100037,4.998150684246829
Saint Vincent and Grenadines,2012,10,7,3,100167,9.98332784250302
Saint Vincent and Grenadines,2013,0,0,0,100398,0.0
Saint Vincent and Grenadines,2014,2,2,0,100676,1.9865707815169455
Saint Vincent and Grenadines,2015,3,2,1,100948,2.9718270792883463
San Marino,1999,2,2,0,25192,7.939028262940616
San Marino,2000,1,1,0,25369,3.941818755173637
San Marino,2005,1,1,0,28264,3.5380696292103027
Serbia,1998,1460,1015,445,7179002,20.3370886371114
Serbia,1999,1571,1091,480,7162831,21.93266880092522
Serbia,2000,1543,1069,474,7149140,21.583015579496276
Serbia,2001,1442,1025,417,7142410,20.18926384791688
Serbia,2002,1446,1051,395,7138113,20.2574545961937
Serbia,2003,1378,997,381,7111975,19.37577114655212
Serbia,2004,1345,978,367,7086364,18.980114484663787
Serbia,2005,1437,1006,431,7058982,20.357042984385
Serbia,2006,1443,1021,422,7031811,20.52102936213729
Serbia,2007,1353,968,385,7009610,19.302072440549477
Serbia,2008,1289,903,386,6988532,18.444503080189087
Serbia,2009,1373,997,376,6968240,19.703684144059334
Serbia,2010,1207,903,304,6944871,17.37973246731293
Serbia,2011,1256,909,347,6900027,18.202827322269897
Serbia,2012,1243,932,311,6867174,18.100604411654636
Serbia,2013,1197,901,296,6832840,17.518337909273452
Serbia,2014,1134,857,277,6801810,16.672032885364338
Serbia,2015,1062,793,269,6766406,15.695185893367913
Seychelles,1985,8,7,1,57300,13.961605584642234
Seychelles,1986,1,1,0,57400,1.7421602787456445
Seychelles,1987,3,3,0,58300,5.145797598627787
Seychelles,2001,6,5,1,75363,7.961466502129693
Seychelles,2002,5,5,0,76904,6.501612399875168
Seychelles,2003,8,6,2,78402,10.203821331088491
Seychelles,2004,6,6,0,79735,7.524926318429799
Seychelles,2005,5,4,1,80900,6.180469715698393
Seychelles,2006,8,8,0,81691,9.793000452926272
Seychelles,2007,6,5,1,82331,7.287655925471572
Seychelles,2008,4,4,0,82900,4.8250904704463204
Seychelles,2009,4,4,0,83429,4.7944959186853495
Seychelles,2010,6,6,0,83885,7.15264946057102
Seychelles,2011,5,5,0,80717,6.194481955474064
Seychelles,2012,3,3,0,81224,3.693489608982567
Seychelles,2013,9,9,0,82541,10.903672114464328
Seychelles,2014,4,2,2,83845,4.770707853777805
Seychelles,2015,7,6,1,85949,8.144364681380818
Singapore,1985,324,190,134,2350500,13.784301212507977
Singapore,1986,326,191,135,2379300,13.701508847139914
Singapore,1987,301,171,130,2407800,12.501038292216961
Singapore,1988,366,220,146,2393400,15.292053146151918
Singapore,1989,394,215,179,2431100,16.206655423470856
Singapore,1990,354,201,153,2511800,14.093478780157655
Singapore,1991,296,177,119,2559300,11.56566248583597
Singapore,1992,277,160,117,2604000,10.63748079877112
Singapore,1993,270,168,102,2655800,10.166428194894195
Singapore,1994,316,190,126,2712200,11.651058181550033
Singapore,1995,364,226,138,2765300,13.16312877445485
Singapore,1996,239,152,87,2823100,8.465870851191951
Singapore,1997,303,196,107,2880000,10.520833333333334
Singapore,1998,328,200,128,2940200,11.155703693626284
Singapore,1999,277,187,90,2997100,9.242267525274432
Singapore,2000,309,204,105,3047600,10.139125869536684
Singapore,2001,305,190,115,3103000,9.829197550757332
Singapore,2002,321,192,129,3165200,10.141539239226589
Singapore,2003,320,201,119,3226200,9.91878990763127
Singapore,2004,335,205,130,3281400,10.209057109770221
Singapore,2005,359,240,119,3342400,10.740785064624221
Singapore,2006,372,231,141,3411900,10.903015914886135
Singapore,2007,328,197,131,3389600,9.676658012744868
Singapore,2008,319,207,112,3448900,9.249325872017165
Singapore,2009,349,235,114,3536100,9.869630383756116
Singapore,2010,296,197,99,3576800,8.275553567434578
Singapore,2011,308,197,111,3600900,8.553417201255241
Singapore,2012,392,243,149,3631600,10.79414032382421
Singapore,2013,357,245,112,3661456,9.750219584777202
Singapore,2014,355,250,105,3689370,9.622239027259397
Singapore,2015,329,218,111,3719115,8.846190558775406
Slovakia,1992,796,654,142,4909228,16.214362013742285
Slovakia,1993,738,622,116,4935260,14.953619464830625
Slovakia,1994,691,583,108,4974858,13.88984369001085
Slovakia,1995,735,609,126,5005232,14.684633998983463
Slovakia,1996,672,566,106,5032436,13.353373992237556
Slovakia,1997,630,524,106,5058389,12.45455816071085
Slovakia,1998,673,585,88,5081100,13.2451634488595
Slovakia,1999,692,590,102,5098200,13.573418069122436
Slovakia,2000,729,594,135,5111813,14.26108505925393
Slovakia,2001,692,580,112,5100256,13.567946393279083
Slovakia,2002,717,617,100,5107584,14.037948274565823
Slovakia,2003,753,648,105,5113982,14.724338098960848
Slovakia,2004,676,564,112,5121210,13.200005467457887
Slovakia,2005,679,584,95,5126946,13.24375173836432
Slovakia,2006,0,0,0,5129369,0.0
Slovakia,2007,0,0,0,5132660,0.0
Slovakia,2008,591,508,83,5137067,11.504619270101013
Slovakia,2009,601,543,58,5141744,11.688641052530036
Slovakia,2010,631,539,92,5147562,12.25823020684355
Slovakia,2012,571,499,72,5116922,11.159052258369387
Slovakia,2013,616,533,83,5122209,12.02606141217588
Slovakia,2014,554,471,83,5129686,10.799881318271723
Slovenia,1995,564,435,129,1884000,29.936305732484076
Slovenia,1996,607,465,142,1893100,32.06381068089377
Slovenia,1997,593,473,120,1883900,31.47725463134986
Slovenia,1998,612,477,135,1880300,32.54799765994788
Slovenia,1999,590,453,137,1884400,31.30970070048822
Slovenia,2000,588,433,155,1886483,31.169112046066672
Slovenia,2001,581,459,122,1901330,30.55755707846613
Slovenia,2002,540,433,107,1906124,28.329741401923485
Slovenia,2003,562,440,122,1907589,29.461272842315612
Slovenia,2004,512,370,142,1907862,26.836322543244744
Slovenia,2005,503,391,112,1911817,26.310049549721548
Slovenia,2006,529,415,114,1918570,27.572619190334468
Slovenia,2007,434,335,99,1927332,22.51817538441742
Slovenia,2008,408,324,84,1943758,20.990267306938414
Slovenia,2009,447,350,97,1942037,23.017069190751773
Slovenia,2010,414,336,78,1944774,21.287820589950297
Slovenia,2011,435,347,88,1944561,22.370087644460625
Slovenia,2012,440,360,80,1945988,22.610622470436613
Slovenia,2013,446,360,86,1948276,22.89203377755513
Slovenia,2014,388,325,63,1951786,19.879228562967455
Slovenia,2015,422,332,90,1954632,21.589741700739577
South Africa,1996,143,113,30,37773652,0.37857075614505054
South Africa,1997,104,82,22,38528157,0.269932454853732
South Africa,1998,180,137,43,39232468,0.45880366231357156
South Africa,1999,279,219,60,39907560,0.6991156562816669
South Africa,2000,267,209,58,40568559,0.6581451414135759
South Africa,2001,384,312,72,41185599,0.932364732633851
South Africa,2002,236,189,47,41803868,0.5645410611286017
South Africa,2003,256,193,63,42415309,0.6035556643003591
South Africa,2004,383,294,89,43005874,0.8905760175923876
South Africa,2005,458,357,101,43566107,1.051275937967099
South Africa,2006,514,417,97,44079057,1.1660866519898554
South Africa,2007,417,313,104,44577435,0.9354508620785382
South Africa,2008,441,346,95,43680586,1.0096018400485745
South Africa,2009,372,280,92,45607048,0.8156634036037588
South Africa,2010,393,299,94,46176200,0.8510877898138002
South Africa,2011,358,283,75,46806739,0.7648471302390879
South Africa,2012,487,373,114,47484256,1.0256030967401069
South Africa,2013,587,467,120,48192699,1.2180268218636188
South Africa,2014,580,459,121,48912129,1.185799947493596
South Africa,2015,482,377,105,49627460,0.9712364888309818
Spain,1985,2514,1829,685,35997000,6.983915326277189
Spain,1986,2755,2032,723,36223000,7.6056649090356965
Spain,1987,2804,2017,787,36425700,7.697861674586898
Spain,1988,2960,2150,810,36597300,8.088028351818304
Spain,1989,2987,2213,774,36740400,8.13001491546091
Spain,1990,2939,2135,804,36861400,7.973110082633866
Spain,1991,2916,2139,777,36958100,7.890015991081793
Spain,1992,2786,2104,682,37000900,7.529546578596737
Spain,1993,3037,2283,754,37122100,8.181110443644082
Spain,1994,3171,2429,742,37203100,8.523483258115588
Spain,1995,3157,2408,749,37275300,8.469415403766032
Spain,1996,3320,2451,869,37341200,8.890983685580538
Spain,1997,3373,2526,847,37405000,9.017511027937442
Spain,1998,3261,2499,762,37458900,8.705541273235466
Spain,1999,3220,2411,809,37789271,8.52093706703154
Spain,2000,3394,2575,819,38319996,8.856994661481698
Spain,2001,3189,2430,759,38713504,8.237435702022735
Spain,2002,3372,2555,817,39340611,8.571295448359965
Spain,2003,3478,2650,828,39947556,8.70641498068117
Spain,2004,3508,2651,857,40555823,8.64980597237541
Spain,2005,3399,2570,829,41195479,8.250905396682
Spain,2006,3247,2512,735,41808848,7.766298655251156
Spain,2007,3264,2463,801,42547327,7.671457245716048
Spain,2008,3457,2676,781,43199484,8.00241039916125
Spain,2009,3429,2666,763,43490086,7.884555574344001
Spain,2010,3158,2468,690,43595356,7.243890840116089
Spain,2011,3180,2435,745,43642571,7.2864634853890715
Spain,2012,3539,2724,815,44318859,7.985313881839782
Spain,2013,3873,2913,960,44227625,8.756970332456243
Spain,2014,3911,2938,973,44172771,8.85387063446846
Spain,2015,3604,2681,923,44186528,8.156332174367718
Sri Lanka,1985,5668,3938,1730,13857000,40.903514469221335
Sri Lanka,1986,5345,3854,1491,14101400,37.9040378969464
Sri Lanka,1996,4898,3728,1170,16654427,29.40959782044738
Sri Lanka,1997,5887,4390,1497,16775409,35.093034095323695
Sri Lanka,1998,5518,4206,1312,16897691,32.655349183506786
Sri Lanka,1999,5619,4271,1348,17020287,33.013544366202524
Sri Lanka,2000,5252,3959,1293,17140342,30.641162235852704
Sri Lanka,2001,4590,3582,1008,17266961,26.582558447893643
Sri Lanka,2002,4382,3465,917,17395955,25.18976394224979
Sri Lanka,2003,4467,3533,934,17524596,25.489888611412212
Sri Lanka,2006,4015,3117,898,17891558,22.44075110730994
Suriname,1985,80,58,22,322700,24.79082739386427
Suriname,1986,42,30,12,326294,12.871827247819452
Suriname,1987,52,40,12,332013,15.66203732986359
Suriname,1988,49,32,17,339611,14.428272346891003
Suriname,1989,53,41,12,347723,15.242017352892962
Suriname,1990,26,22,4,348700,7.456266131344996
Suriname,1991,57,35,22,363079,15.6990627384123
Suriname,1992,48,35,13,370194,12.96617449229323
Suriname,1995,55,42,13,389414,14.12378599639458
Suriname,1996,21,17,4,395805,5.305642930230796
Suriname,1997,32,21,11,401814,7.963883787025837
Suriname,1998,29,21,8,407606,7.114713718640059
Suriname,1999,49,34,15,413303,11.855708765723936
Suriname,2000,52,38,14,419001,12.410471574053522
Suriname,2001,72,56,16,424515,16.960531429984805
Suriname,2002,69,48,21,430176,16.03994644052667
Suriname,2003,77,58,19,435946,17.66273804553775
Suriname,2004,67,49,18,441717,15.168082731703784
Suriname,2005,72,60,12,447445,16.091363184301983
Suriname,2006,112,84,28,453293,24.708080645410362
Suriname,2007,119,87,32,459086,25.92106925499797
Suriname,2008,147,113,34,464789,31.627254517641337
Suriname,2009,131,99,32,470448,27.84579804781825
Suriname,2010,136,94,42,476052,28.56830766386865
Suriname,2011,127,95,32,481521,26.374758317913443
Suriname,2012,133,100,33,486964,27.312080564477046
Suriname,2013,131,97,34,492359,26.606602093188098
Suriname,2014,128,92,36,497701,25.71825252511046
Sweden,1987,1541,1077,464,7909000,19.484132001517256
Sweden,1988,1590,1098,492,7930900,20.04816603411971
Sweden,1989,1579,1122,457,7964800,19.8247288067497
Sweden,1990,1471,1020,451,8005700,18.37440823413318
Sweden,1991,1483,1036,447,8041100,18.442750369974256
Sweden,1992,1355,936,419,8073200,16.783927067333895
Sweden,1993,1373,956,417,8112500,16.924499229583976
Sweden,1994,1324,929,395,8174100,16.197501865648817
Sweden,1995,1348,936,412,8233000,16.373132515486457
Sweden,1996,1253,872,381,8274300,15.143274959815331
Sweden,1997,1201,857,344,8311300,14.450206345577708
Sweden,1998,1231,882,349,8346300,14.749050477457075
Sweden,1999,1220,862,358,8378013,14.56192536344835
Sweden,2000,1131,802,329,8409008,13.449862338102186
Sweden,2001,1197,833,364,8439317,14.18361225203414
Sweden,2002,1180,862,318,8465828,13.938388542739116
Sweden,2003,1112,776,336,8490539,13.096930595336763
Sweden,2004,1155,834,321,8514314,13.565391175378311
Sweden,2005,1219,835,384,8538624,14.276304940936619
Sweden,2006,1197,817,380,8576044,13.957484359921661
Sweden,2007,1126,801,325,8629159,13.048780304082936
Sweden,2008,1170,855,315,8688504,13.466069647893354
Sweden,2009,1242,888,354,8755922,14.184685519126369
Sweden,2010,1141,838,303,8823125,12.931926046610469
Sweden,2011,1112,789,323,8884644,12.515977004818652
Sweden,2012,1154,819,335,8948909,12.89542669391319
Sweden,2013,1230,862,368,9024081,13.63019680341965
Sweden,2014,1148,785,363,9114524,12.595281991687113
Sweden,2015,1182,851,331,9114524,12.968312991440913
Sweden,2016,1130,782,348,8125852,13.906234078592618
Switzerland,1995,1419,1018,401,6617500,21.443143180959577
Switzerland,1996,1432,1010,422,6652200,21.52671296713869
Switzerland,1997,1341,963,378,6675200,20.089285714285715
Switzerland,1998,1371,1009,362,6725167,20.386110857916243
Switzerland,1999,1296,929,367,6764328,19.15933112646223
Switzerland,2000,1380,981,399,6809589,20.26554025507266
Switzerland,2001,1338,945,393,6865842,19.48777731849932
Switzerland,2002,1446,980,466,6942010,20.829702060354276
Switzerland,2003,1269,848,421,6969293,18.20844668175093
Switzerland,2004,1284,857,427,7023166,18.2823530014811
Switzerland,2005,1299,899,400,7071991,18.368236045549267
Switzerland,2006,1309,863,446,7118477,18.38876490013243
Switzerland,2007,1360,920,440,7183595,18.932024981920613
Switzerland,2008,1314,861,453,7274875,18.062166016598223
Switzerland,2009,1105,827,278,7364558,15.004294894547643
Switzerland,2010,1006,724,282,7439147,13.523055801962242
Switzerland,2011,1034,757,277,7518040,13.753584710908694
Switzerland,2012,1038,752,286,7595591,13.66582271214972
Switzerland,2013,1071,786,285,7681318,13.942919691646669
Switzerland,2014,1032,756,276,7809621,13.214469690654642
Switzerland,2015,1073,793,280,7892502,13.59518185741353
Thailand,1985,2982,1742,1240,46303443,6.440125845501382
Thailand,1986,2798,1774,1024,47331465,5.911500943399914
Thailand,1987,3035,1855,1180,48376410,6.273718946899946
Thailand,1990,3753,2439,1314,51228668,7.325976150697496
Thailand,1991,3559,2402,1157,51947693,6.851122339542585
Thailand,1992,3550,2359,1191,52570440,6.752844374138775
Thailand,1994,2307,1612,695,52691000,4.378356835133135
Thailand,1995,4245,3100,1145,54366057,7.808180755135506
Thailand,1996,4443,3300,1143,55070703,8.067810574344765
Thailand,1997,4150,3196,954,55859088,7.429408800945694
Thailand,1998,4963,3842,1121,56691783,8.754355106453435
Thailand,1999,5276,4068,1208,57507860,9.174398073585072
Thailand,2000,5182,4033,1149,58262135,8.894284426755044
Thailand,2002,4902,3712,1190,58263389,8.41351676264489
Thailand,2003,4484,3425,1059,60158951,7.453587413783196
Thailand,2004,4296,3253,1043,60686373,7.07901920584379
Thailand,2005,3937,3030,907,61182665,6.434829211836393
Thailand,2006,3608,2852,756,61636512,5.853673225376543
Thailand,2007,3754,2943,811,58941621,6.369013841679041
Thailand,2008,3778,2906,872,59216773,6.379949140423441
Thailand,2009,3787,2926,861,59483718,6.366448042134825
Thailand,2010,3761,2913,848,59769764,6.292479254226268
Thailand,2011,3873,2985,888,60261832,6.426953631280244
Thailand,2012,3985,3055,930,60382255,6.59962103104629
Thailand,2013,3961,3105,856,60766487,6.5183955755085865
Thailand,2014,3952,3074,878,61139919,6.463862014602931
Thailand,2015,4205,3366,839,61261276,6.864042466239195
Thailand,2016,4117,3275,842,53442001,7.703678610387362
Trinidad and Tobago,1985,29,24,5,1008000,2.876984126984127
Trinidad and Tobago,1986,104,69,35,1061600,9.796533534287867
Trinidad and Tobago,1987,119,92,27,1078300,11.035889826578874
Trinidad and Tobago,1988,164,118,46,1095600,14.968966776195693
Trinidad and Tobago,1989,173,132,41,1070000,16.168224299065418
Trinidad and Tobago,1990,170,125,45,1088500,15.617822691777675
Trinidad and Tobago,1991,148,118,30,1102000,13.430127041742285
Trinidad and Tobago,1992,163,137,26,1132600,14.391665195126256
Trinidad and Tobago,1993,174,148,26,1148300,15.152834625097972
Trinidad and Tobago,1994,148,118,30,1162900,12.726803680454037
Trinidad and Tobago,1995,184,145,39,1149173,16.011514367288477
Trinidad and Tobago,1996,146,111,35,1156185,12.627736910615518
Trinidad and Tobago,1997,160,129,31,1162267,13.766200021165533
Trinidad and Tobago,1998,171,141,30,1167924,14.64136365037451
Trinidad and Tobago,1999,139,109,30,1173276,11.847169804888193
Trinidad and Tobago,2000,166,134,32,1178363,14.087339809549349
Trinidad and Tobago,2001,179,141,38,1183354,15.126496382316702
Trinidad and Tobago,2002,156,129,27,1188800,13.122476446837146
Trinidad and Tobago,2003,144,109,35,1194458,12.055677135571113
Trinidad and Tobago,2004,168,143,25,1200116,13.998646797476244
Trinidad and Tobago,2005,136,110,26,1205471,11.281897283302543
Trinidad and Tobago,2006,141,115,26,1209301,11.659628165361642
Trinidad and Tobago,2007,131,111,20,1213988,10.790880964226995
Trinidad and Tobago,2008,199,163,36,1219336,16.32035796531883
Trinidad and Tobago,2009,128,107,21,1225097,10.448152268759127
Trinidad and Tobago,2010,160,129,31,1231002,12.99754183989953
Trinidad and Tobago,2011,139,112,27,1237186,11.235174015871502
Turkey,2009,1050,801,249,65962419,1.5918154851173665
Turkey,2010,1524,1148,376,66975131,2.2754714731353043
Turkey,2011,1148,850,298,68034357,1.6873827439862479
Turkey,2012,1450,1072,378,68976439,2.102167089257826
Turkey,2013,1810,1347,463,69880352,2.590141503580291
Turkey,2014,1617,1209,408,70931420,2.279666754169027
Turkey,2015,1532,1135,397,71880464,2.131316236355959
Turkmenistan,1987,272,175,97,2859100,9.513483263964185
Turkmenistan,1988,270,186,84,2926300,9.226668489218467
Turkmenistan,1989,253,171,82,2999000,8.436145381793931
Turkmenistan,1990,298,216,82,3079800,9.675952983959997
Turkmenistan,1991,273,186,87,3162500,8.632411067193676
Turkmenistan,1992,271,191,80,3252900,8.331027698361462
Turkmenistan,1993,240,173,67,3331100,7.204827234246945
Turkmenistan,1994,234,165,69,3423100,6.835908971400193
Turkmenistan,1995,244,192,52,3818200,6.3904457597820965
Turkmenistan,1996,283,230,53,3913000,7.23230258113979
Turkmenistan,1997,333,261,72,4006400,8.31170127795527
Turkmenistan,1998,405,322,83,4099200,9.879976580796253
Turkmenistan,1999,442,342,100,3958754,11.165129230055719
Turkmenistan,2000,383,307,76,4026478,9.512035083763031
Turkmenistan,2001,445,367,78,4095981,10.864308208460928
Turkmenistan,2002,416,336,80,4143692,10.039356206976773
Turkmenistan,2003,377,295,82,4177740,9.024017770373456
Turkmenistan,2004,392,299,93,4211000,9.308952742816434
Turkmenistan,2005,468,374,94,4252530,11.005213367101467
Turkmenistan,2006,506,392,114,4287650,11.801336396394294
Turkmenistan,2007,354,269,85,4342657,8.151691464465188
Turkmenistan,2008,484,370,114,4412135,10.96974593932416
Turkmenistan,2009,165,125,40,4484467,3.6793670239963854
Turkmenistan,2010,178,131,47,4551185,3.9110693149146867
Turkmenistan,2011,130,91,39,4626095,2.8101454898786122
Turkmenistan,2012,138,105,33,4690058,2.9423943158059025
Turkmenistan,2013,101,73,28,4748055,2.127186816496439
Turkmenistan,2014,136,92,44,4811227,2.8267217489426297
Turkmenistan,2015,133,92,41,4886514,2.72177671035016
Ukraine,1987,10050,7457,2593,47374200,21.214078549083677
Ukraine,1988,9751,7243,2508,47549900,20.506878037598398
Ukraine,1989,10887,8296,2591,47761700,22.794414771668514
Ukraine,1990,10645,8229,2416,47971600,22.190212542420934
Ukraine,1991,10700,8338,2362,48200600,22.198893789703863
Ukraine,1992,11666,9128,2538,48487300,24.05990847087794
Ukraine,1993,12469,9864,2605,48680500,25.613952198518913
Ukraine,1994,13826,11063,2763,48619000,28.43744215224501
Ukraine,1995,14541,11909,2632,48415300,30.03389424417488
Ukraine,1996,15160,12495,2665,48174500,31.468930658335843
Ukraine,1997,14903,12110,2793,47923000,31.097802725205018
Ukraine,1998,14789,11948,2841,47675400,31.020190706318143
Ukraine,1999,14363,11726,2637,47415400,30.29184610907005
Ukraine,2000,14467,11834,2633,47125400,30.698943669443654
Ukraine,2001,13131,10939,2192,46805969,28.05411420923686
Ukraine,2002,12536,10367,2169,46060017,27.216663858374172
Ukraine,2003,12313,10163,2150,45697383,26.944650200209495
Ukraine,2004,11256,9391,1865,45322826,24.835168045346514
Ukraine,2005,10621,8860,1761,44939270,23.634117777169056
Ukraine,2006,10013,8300,1713,44560034,22.47080870719264
Ukraine,2007,10032,8403,1629,44198672,22.697514531658324
Ukraine,2008,9454,7779,1675,43856123,21.556853076137166
Ukraine,2009,9715,7991,1724,43557944,22.30362388087004
Ukraine,2010,9089,7510,1579,43296809,20.992309156085845
Ukraine,2011,8973,7309,1664,43074791,20.83120960470824
Ukraine,2012,9058,7361,1697,42915935,21.106379250504503
Ukraine,2014,7968,6412,1556,40464165,19.691497402701874
Ukraine,2015,7574,6148,1426,40345446,18.772874638689085
United Arab Emirates,2005,96,80,16,4280433,2.2427637577787105
United Arab Emirates,2006,90,76,14,4923879,1.8278272069642654
United Arab Emirates,2007,101,88,13,5695389,1.7733643830122932
United Arab Emirates,2008,100,82,18,6510358,1.536013841327927
United Arab Emirates,2009,124,109,15,7252480,1.7097599717613836
United Arab Emirates,2010,111,89,22,7839736,1.4158640035837942
United Kingdom,1985,5105,3421,1684,53006535,9.630887965040538
United Kingdom,1986,4839,3391,1448,53119533,9.109643339673186
United Kingdom,1987,4594,3263,1331,53239668,8.62890429744979
United Kingdom,1988,4971,3611,1360,53310780,9.324568126746598
United Kingdom,1989,4361,3234,1127,53425129,8.162825400009798
United Kingdom,1990,4643,3524,1119,53557854,8.669130021527748
United Kingdom,1991,4547,3494,1053,53903427,8.43545624659449
United Kingdom,1992,4628,3557,1071,54076358,8.558268661510082
United Kingdom,1993,4462,3433,1029,54283982,8.219735980311834
United Kingdom,1994,4380,3390,990,54497293,8.037096448074953
United Kingdom,1995,4315,3354,961,54746964,7.881715596137897
United Kingdom,1996,4165,3185,980,55012207,7.57104691327872
United Kingdom,1997,4143,3197,946,55266635,7.496385477422319
United Kingdom,1998,4389,3407,982,55527379,7.904208840831474
United Kingdom,1999,4448,3443,1005,55833339,7.966566355632072
United Kingdom,2000,4290,3311,979,56133909,7.642439438878201
United Kingdom,2001,4128,3199,929,55571993,7.4282021881057965
United Kingdom,2002,4117,3164,953,55908944,7.363759186723327
United Kingdom,2003,3979,3050,929,56171771,7.083629248577546
United Kingdom,2004,4183,3162,1021,56455011,7.409439704121216
United Kingdom,2005,4047,3054,993,56809024,7.123868207980479
United Kingdom,2006,4122,3186,936,57091129,7.220035883333118
United Kingdom,2007,3897,3025,872,57382757,6.79123869910956
United Kingdom,2008,4259,3300,959,57683372,7.383410248624162
United Kingdom,2009,4246,3313,933,58013559,7.318978654627964
United Kingdom,2010,4188,3225,963,58403529,7.170799559047194
United Kingdom,2011,4393,3433,960,58881852,7.460702832512809
United Kingdom,2012,4444,3512,932,59708630,7.442810193434349
United Kingdom,2013,4824,3831,993,60091793,8.027718527220514
United Kingdom,2014,4788,3717,1071,60570482,7.9048405129085815
United Kingdom,2015,4910,3732,1178,61082942,8.038250678888389
United States,1985,29446,23138,6308,220723000,13.340703053148063
United States,1986,30892,24215,6677,222953000,13.85583508631864
United States,1987,30783,24261,6522,225148000,13.672339971929574
United States,1988,30388,24061,6327,227353000,13.3659991291076
United States,1989,30218,24090,6128,229487000,13.167630410437193
United States,1990,30895,24716,6179,229952200,13.435400922452578
United States,1991,30790,24752,6038,232955000,13.21714494215621
United States,1992,30471,24448,6023,235565600,12.935250308194405
United States,1993,31084,24992,6092,238092300,13.055441104143224
United States,1994,31123,25157,5966,240614100,12.934819696767562
United States,1995,31272,25358,5914,243164200,12.860445739956786
United States,1996,30879,24980,5899,245997800,12.552551282978953
United States,1997,30517,24476,6041,248486400,12.281155024983258
United States,1998,30558,24521,6037,251332500,12.15839575064904
United States,1999,29183,23442,5741,253748671,11.500749889641787
United States,2000,29343,23611,5732,262246108,11.189107904701489
United States,2001,30607,24658,5949,265427546,11.53120708880758
United States,2002,31645,25399,6246,268759559,11.774464922380677
United States,2003,31477,25196,6281,271041510,11.61335029457296
United States,2004,32428,25555,6873,273584136,11.853026448872752
United States,2005,32629,25900,6729,276106680,11.817533715591379
United States,2006,33292,26300,6992,278980848,11.933435660070831
United States,2007,34596,27267,7329,280658606,12.326719815604015
United States,2008,36030,28447,7583,282355565,12.76050642033565
United States,2009,36900,29079,7821,285162662,12.939983005208445
United States,2010,38362,30275,8087,287839149,13.32758248253437
United States,2011,39508,30996,8512,290313825,13.608721527471179
United States,2012,40596,31777,8819,292827128,13.863469644110294
United States,2013,41143,32049,9094,295322862,13.931532330876571
United States,2014,42769,33110,9659,297749735,14.364076596071529
United States,2015,44189,33990,10199,300078511,14.72581287235193
Uruguay,1985,287,236,51,2737400,10.48440125666691
Uruguay,1986,262,205,57,2757600,9.501015375689004
Uruguay,1987,258,192,66,2778900,9.28424916333801
Uruguay,1988,268,212,56,2799600,9.572796113730533
Uruguay,1989,344,276,68,2820700,12.195554295033148
Uruguay,1990,315,249,66,2834000,11.115031757233591
Uruguay,1993,418,319,99,2896228,14.432565391951185
Uruguay,1994,406,328,78,2920296,13.902700274218779
Uruguay,1995,427,324,103,2943816,14.504982648372046
Uruguay,1996,393,307,86,2967278,13.244461759228491
Uruguay,1997,456,366,90,2991662,15.242363609257998
Uruguay,1998,521,415,106,3014887,17.28091301597705
Uruguay,1999,450,366,84,3034833,14.827834019203035
Uruguay,2000,555,461,94,3050169,18.195713089995994
Uruguay,2001,499,390,109,3061024,16.3017343215865
Uruguay,2002,675,534,141,3065257,22.020992040797882
Uruguay,2003,535,412,123,3065772,17.450743238570904
Uruguay,2004,520,412,108,3066489,16.957504168448022
Uruguay,2005,498,383,115,3070178,16.2205578959917
Uruguay,2006,528,392,136,3077445,17.15708972865478
Uruguay,2007,576,441,135,3087957,18.65310948306599
Uruguay,2008,523,411,112,3100791,16.86666402218015
Uruguay,2009,511,408,103,3114306,16.408150001958703
